"ID";"DutchEconomy";"Periods";"CO2_1";"N2O_2";"CH4_3";"GreenhouseGasEquivalents_4";"NOx_5";"SO2_6";"NH3_7";"AcidificationEquivalents_8";"CFK12Equivalents_9";"CO_10";"NMVOC_11";"PM10_12"
"542";"323200 ";"2010JJ00";"     262";"     0.0";"     0.0";"     263";"     0.2";"     0.0";"     0.0";"     0.0";"     0.0";"     0.1";"     0.4";"     0.0"
"543";"323200 ";"2011JJ00";"     227";"     0.0";"     0.0";"     228";"     0.1";"     0.0";"     0.0";"     0.0";"     0.0";"     0.1";"     0.4";"     0.0"
"544";"323200 ";"2012JJ00";"     221";"     0.0";"     0.0";"     223";"     0.2";"     0.0";"     0.0";"     0.0";"     0.0";"     0.1";"     0.2";"     0.0"
"545";"323200 ";"2013JJ00";"     209";"     0.0";"     0.0";"     211";"     0.1";"     0.0";"     0.0";"     0.0";"     0.0";"     0.1";"     0.2";"     0.0"
"546";"323200 ";"2014JJ00";"     171";"     0.0";"     0.0";"     173";"     0.1";"     0.0";"     0.0";"     0.0";"     0.0";"     0.1";"     0.4";"     0.0"
"547";"323200 ";"2015JJ00";"     170";"     0.0";"     0.1";"     172";"     0.1";"     0.0";"     0.0";"     0.0";"     0.0";"     0.1";"     0.3";"     0.0"
"548";"323200 ";"2016JJ00";"     131";"     0.0";"     0.0";"     133";"     0.1";"     0.0";"     0.0";"     0.0";"     0.0";"     0.1";"     0.3";"     0.0"
"549";"323200 ";"2017JJ00";"     133";"     0.0";"     0.0";"     135";"     0.1";"     0.0";"     0.0";"     0.0";"     0.0";"     0.1";"     0.2";"     0.0"
"550";"323200 ";"2018JJ00";"     131";"     0.0";"     0.0";"     132";"     0.1";"     0.0";"     0.0";"     0.0";"     0.0";"     0.1";"     0.2";"     0.0"
"551";"323705 ";"1990JJ00";"    3325";"     0.0";"     0.3";"    3336";"    17.2";"    10.1";"     0.6";"     0.7";"   854.9";"     8.0";"     9.5";"     3.3"
"552";"323705 ";"1991JJ00";"    3457";"     0.0";"     0.3";"    3469";"    14.3";"     7.1";"     0.6";"     0.6";"   683.9";"    11.0";"     8.7";"     3.2"
"553";"323705 ";"1992JJ00";"    3418";"     0.0";"     0.4";"    3430";"    15.6";"     7.6";"     0.6";"     0.6";"   512.9";"    14.0";"     8.0";"     3.0"
"554";"323705 ";"1993JJ00";"    3335";"     0.0";"     0.4";"    3347";"    12.5";"     5.9";"     0.7";"     0.5";"   342.0";"    16.9";"     7.2";"     2.9"
"555";"323705 ";"1994JJ00";"    3283";"     0.0";"     0.4";"    3296";"    11.0";"     5.4";"     0.6";"     0.4";"   171.0";"    19.8";"     6.4";"     2.8"
"556";"323705 ";"1995JJ00";"    2983";"     0.0";"     0.4";"    2996";"     9.2";"     4.9";"     0.6";"     0.4";"     0.0";"    22.6";"     5.8";"     2.6"
"557";"323705 ";"1996JJ00";"    3131";"     0.0";"     0.5";"    3147";"     9.5";"     4.4";"     0.5";"     0.4";"     0.0";"    20.1";"     5.4";"     2.0"
"558";"323705 ";"1997JJ00";"    3094";"     0.0";"     0.6";"    3111";"    10.1";"     3.7";"     0.5";"     0.4";"     0.0";"    20.6";"     4.8";"     1.1"
"559";"323705 ";"1998JJ00";"    3087";"     0.0";"     0.6";"    3106";"     8.2";"     3.1";"     0.2";"     0.3";"     0.0";"    22.3";"     5.1";"     0.7"
"560";"323705 ";"1999JJ00";"    3199";"     0.0";"     0.6";"    3218";"     6.6";"     3.1";"     0.4";"     0.3";"     0.0";"    23.1";"     3.4";"     1.0"
"561";"323705 ";"2000JJ00";"    2971";"     0.0";"     0.6";"    2990";"     6.2";"     2.7";"     0.5";"     0.2";"     0.3";"    22.7";"     3.2";"     1.4"
"562";"323705 ";"2001JJ00";"    3146";"     0.0";"     0.5";"    3162";"     8.0";"     3.2";"     0.5";"     0.3";"     0.0";"    22.3";"     2.8";"     1.7"
"563";"323705 ";"2002JJ00";"    2822";"     0.0";"     0.4";"    2835";"     7.2";"     3.3";"     0.5";"     0.3";"     0.0";"    18.7";"     2.9";"     2.2"
"564";"323705 ";"2003JJ00";"    2749";"     0.0";"     0.4";"    2762";"     6.6";"     1.2";"     0.5";"     0.2";"     0.0";"     7.5";"     2.8";"     1.2"
"565";"323705 ";"2004JJ00";"    2585";"     0.0";"     0.4";"    2596";"     6.5";"     2.6";"     0.4";"     0.2";"     0.0";"     6.0";"     2.8";"     1.4"
"566";"323705 ";"2005JJ00";"    2555";"     0.0";"     0.4";"    2567";"     6.7";"     2.5";"     0.4";"     0.2";"     0.0";"     5.7";"     3.0";"     1.3"
"567";"323705 ";"2006JJ00";"    2536";"     0.0";"     0.4";"    2548";"     6.5";"     3.1";"     0.4";"     0.3";"     0.0";"     5.6";"     3.0";"     1.4"
"568";"323705 ";"2007JJ00";"    2601";"     0.0";"     0.4";"    2614";"     6.4";"     3.0";"     0.4";"     0.3";"     0.0";"     4.2";"     3.0";"     1.4"
"569";"323705 ";"2008JJ00";"    2567";"     0.0";"     0.4";"    2579";"     6.6";"     2.9";"     0.5";"     0.3";"     0.0";"     4.8";"     2.6";"     1.3"
"570";"323705 ";"2009JJ00";"    2371";"     0.0";"     0.3";"    2382";"     6.4";"     2.8";"     0.5";"     0.3";"     0.0";"     8.4";"     2.4";"     1.3"
"571";"323705 ";"2010JJ00";"    2373";"     0.0";"     0.3";"    2383";"     5.9";"     3.0";"     0.4";"     0.2";"     0.0";"     8.1";"     2.7";"     1.3"
"572";"323705 ";"2011JJ00";"    2193";"     0.0";"     0.3";"    2203";"     5.8";"     3.0";"     0.4";"     0.2";"     0.0";"     7.8";"     2.4";"     1.3"
"573";"323705 ";"2012JJ00";"    2017";"     0.0";"     0.3";"    2028";"     5.1";"     2.8";"     0.4";"     0.2";"     0.0";"     6.6";"     2.0";"     1.2"
"574";"323705 ";"2013JJ00";"    1856";"     0.0";"     0.3";"    1865";"     4.6";"     2.6";"     0.3";"     0.2";"     0.0";"     6.1";"     2.0";"     1.3"
"575";"323705 ";"2014JJ00";"    1887";"     0.0";"     0.3";"    1897";"     4.6";"     2.7";"     0.3";"     0.2";"     0.0";"     6.2";"     2.1";"     1.3"
"576";"323705 ";"2015JJ00";"    1974";"     0.0";"     0.2";"    1983";"     4.4";"     2.6";"     0.3";"     0.2";"     0.0";"     6.4";"     2.1";"     1.3"
"577";"323705 ";"2016JJ00";"    2010";"     0.0";"     0.2";"    2018";"     4.4";"     2.6";"     0.3";"     0.2";"     0.0";"     6.6";"     2.2";"     1.2"
"578";"323705 ";"2017JJ00";"    2096";"     0.0";"     0.2";"    2104";"     4.2";"     2.4";"     0.3";"     0.2";"     0.0";"     6.6";"     2.2";"     1.2"
"579";"323705 ";"2018JJ00";"    2087";"     0.0";"     0.2";"    2096";"     4.2";"     2.5";"     0.4";"     0.2";"     0.0";"     6.9";"     2.3";"     1.2"
"580";"323700 ";"1990JJ00";"     273";"     0.0";"     0.0";"     274";"     0.5";"     0.0";"     0.0";"     0.0";"   854.9";"     1.0";"     7.9";"     0.1"
"581";"323700 ";"1991JJ00";"     255";"     0.0";"     0.0";"     256";"     0.5";"     0.1";"     0.0";"     0.0";"   683.9";"     1.2";"     7.3";"     0.1"
"582";"323700 ";"1992JJ00";"     245";"     0.0";"     0.0";"     246";"     0.5";"     0.1";"     0.0";"     0.0";"   512.9";"     1.3";"     6.7";"     0.1"
"583";"323700 ";"1993JJ00";"     284";"     0.0";"     0.0";"     285";"     0.7";"     0.1";"     0.0";"     0.0";"   342.0";"     1.5";"     6.1";"     0.1"
"584";"323700 ";"1994JJ00";"     258";"     0.0";"     0.0";"     259";"     0.8";"     0.1";"     0.0";"     0.0";"   171.0";"     1.6";"     5.5";"     0.1"
"585";"323700 ";"1995JJ00";"     288";"     0.0";"     0.0";"     289";"     0.7";"     0.1";"     0.0";"     0.0";"     0.0";"     1.7";"     4.9";"     0.1"
"586";"323700 ";"1996JJ00";"     533";"     0.0";"     0.1";"     535";"     0.8";"     0.0";"     0.0";"     0.0";"     0.0";"     1.6";"     4.6";"     0.0"
"587";"323700 ";"1997JJ00";"     459";"     0.0";"     0.0";"     461";"     0.5";"     0.0";"     0.0";"     0.0";"     0.0";"     1.5";"     4.1";"     0.0"
"588";"323700 ";"1998JJ00";"     475";"     0.0";"     0.0";"     477";"     0.5";"     0.0";"     0.0";"     0.0";"     0.0";"     1.8";"     4.4";"     0.0"
"589";"323700 ";"1999JJ00";"     471";"     0.0";"     0.0";"     473";"     0.6";"     0.0";"     0.0";"     0.0";"     0.0";"     1.4";"     2.8";"     0.0"
"590";"323700 ";"2000JJ00";"     273";"     0.0";"     0.0";"     274";"     0.5";"     0.0";"     0.0";"     0.0";"     0.0";"     1.4";"     2.6";"     0.1"
"591";"323700 ";"2001JJ00";"     495";"     0.0";"     0.0";"     497";"     0.6";"     0.0";"     0.0";"     0.0";"     0.0";"     1.4";"     2.1";"     0.1"
"592";"323700 ";"2002JJ00";"     454";"     0.0";"     0.0";"     455";"     0.5";"     0.0";"     0.0";"     0.0";"     0.0";"     1.5";"     2.1";"     0.1"
"593";"323700 ";"2003JJ00";"     449";"     0.0";"     0.0";"     450";"     0.5";"     0.0";"     0.0";"     0.0";"     0.0";"     1.4";"     2.3";"     0.1"
"594";"323700 ";"2004JJ00";"     258";"     0.0";"     0.0";"     259";"     0.5";"     0.0";"     0.0";"     0.0";"     0.0";"     1.3";"     2.3";"     0.1"
"595";"323700 ";"2005JJ00";"     262";"     0.0";"     0.0";"     263";"     0.4";"     0.0";"     0.0";"     0.0";"     0.0";"     1.4";"     2.6";"     0.1"
"596";"323700 ";"2006JJ00";"     280";"     0.0";"     0.0";"     281";"     0.9";"     0.0";"     0.0";"     0.0";"     0.0";"     1.6";"     2.6";"     0.1"
"597";"323700 ";"2007JJ00";"     253";"     0.0";"     0.0";"     254";"     0.4";"     0.0";"     0.0";"     0.0";"     0.0";"     0.9";"     2.6";"     0.1"
"598";"323700 ";"2008JJ00";"     263";"     0.0";"     0.0";"     264";"     0.4";"     0.0";"     0.0";"     0.0";"     0.0";"     1.1";"     2.2";"     0.1"
"599";"323700 ";"2009JJ00";"     243";"     0.0";"     0.0";"     245";"     0.4";"     0.0";"     0.0";"     0.0";"     0.0";"     1.4";"     1.9";"     0.0"
"600";"323700 ";"2010JJ00";"     271";"     0.0";"     0.0";"     272";"     0.4";"     0.0";"     0.0";"     0.0";"     0.0";"     1.4";"     2.0";"     0.0"
"601";"323700 ";"2011JJ00";"     249";"     0.0";"     0.0";"     250";"     0.4";"     0.0";"     0.0";"     0.0";"     0.0";"     1.3";"     1.7";"     0.0"
"602";"323700 ";"2012JJ00";"     244";"     0.0";"     0.0";"     246";"     0.3";"     0.0";"     0.0";"     0.0";"     0.0";"     1.2";"     1.7";"     0.0"
"603";"323700 ";"2013JJ00";"     264";"     0.0";"     0.0";"     265";"     0.3";"     0.0";"     0.0";"     0.0";"     0.0";"     1.3";"     1.7";"     0.0"
"604";"323700 ";"2014JJ00";"     255";"     0.0";"     0.0";"     257";"     0.3";"     0.0";"     0.0";"     0.0";"     0.0";"     1.4";"     1.8";"     0.0"
"605";"323700 ";"2015JJ00";"     298";"     0.0";"     0.0";"     300";"     0.3";"     0.0";"     0.0";"     0.0";"     0.0";"     1.4";"     1.9";"     0.0"
"606";"323700 ";"2016JJ00";"     290";"     0.0";"     0.0";"     292";"     0.3";"     0.0";"     0.0";"     0.0";"     0.0";"     1.4";"     1.9";"     0.0"
"607";"323700 ";"2017JJ00";"     325";"     0.0";"     0.0";"     327";"     0.3";"     0.0";"     0.0";"     0.0";"     0.0";"     1.4";"     2.0";"     0.0"
"608";"323700 ";"2018JJ00";"     319";"     0.0";"     0.0";"     321";"     0.3";"     0.0";"     0.0";"     0.0";"     0.0";"     1.4";"     2.0";"     0.0"
"609";"324600 ";"1990JJ00";"    3052";"     0.0";"     0.3";"    3062";"    16.7";"    10.0";"     0.6";"     0.7";"     0.0";"     7.0";"     1.6";"     3.2"
"610";"324600 ";"1991JJ00";"    3203";"     0.0";"     0.3";"    3213";"    13.9";"     7.1";"     0.6";"     0.6";"     0.0";"     9.9";"     1.4";"     3.0"
"611";"324600 ";"1992JJ00";"    3173";"     0.0";"     0.3";"    3184";"    15.1";"     7.5";"     0.6";"     0.6";"     0.0";"    12.7";"     1.3";"     2.9"
"612";"324600 ";"1993JJ00";"    3051";"     0.0";"     0.3";"    3062";"    11.8";"     5.9";"     0.7";"     0.5";"     0.0";"    15.5";"     1.1";"     2.8"
"613";"324600 ";"1994JJ00";"    3025";"     0.0";"     0.4";"    3037";"    10.1";"     5.4";"     0.6";"     0.4";"     0.0";"    18.2";"     1.0";"     2.7"
"614";"324600 ";"1995JJ00";"    2695";"     0.0";"     0.4";"    2708";"     8.5";"     4.8";"     0.6";"     0.4";"     0.0";"    20.9";"     0.9";"     2.5"
"615";"324600 ";"1996JJ00";"    2597";"     0.0";"     0.5";"    2612";"     8.7";"     4.3";"     0.5";"     0.4";"     0.0";"    18.5";"     0.8";"     2.0"
"616";"324600 ";"1997JJ00";"    2635";"     0.0";"     0.5";"    2650";"     9.6";"     3.6";"     0.5";"     0.3";"     0.0";"    19.2";"     0.8";"     1.0"
"617";"324600 ";"1998JJ00";"    2612";"     0.0";"     0.6";"    2629";"     7.6";"     3.1";"     0.2";"     0.3";"     0.0";"    20.5";"     0.7";"     0.7"
"618";"324600 ";"1999JJ00";"    2728";"     0.0";"     0.6";"    2745";"     5.9";"     3.1";"     0.4";"     0.2";"     0.0";"    21.6";"     0.7";"     1.0"
"619";"324600 ";"2000JJ00";"    2698";"     0.0";"     0.6";"    2716";"     5.6";"     2.7";"     0.5";"     0.2";"     0.3";"    21.3";"     0.6";"     1.3"
"620";"324600 ";"2001JJ00";"    2651";"     0.0";"     0.5";"    2666";"     7.4";"     3.2";"     0.5";"     0.3";"     0.0";"    20.9";"     0.6";"     1.6"
"621";"324600 ";"2002JJ00";"    2368";"     0.0";"     0.4";"    2379";"     6.7";"     3.3";"     0.5";"     0.3";"     0.0";"    17.2";"     0.9";"     2.1"
"622";"324600 ";"2003JJ00";"    2300";"     0.0";"     0.4";"    2311";"     6.1";"     1.2";"     0.4";"     0.2";"     0.0";"     6.0";"     0.5";"     1.2"
"623";"324600 ";"2004JJ00";"    2326";"     0.0";"     0.4";"    2337";"     6.0";"     2.6";"     0.4";"     0.2";"     0.0";"     4.7";"     0.5";"     1.3"
"624";"324600 ";"2005JJ00";"    2294";"     0.0";"     0.4";"    2305";"     6.2";"     2.4";"     0.4";"     0.2";"     0.0";"     4.3";"     0.4";"     1.2"
"625";"324600 ";"2006JJ00";"    2256";"     0.0";"     0.4";"    2267";"     5.6";"     3.1";"     0.4";"     0.2";"     0.0";"     4.0";"     0.4";"     1.3"
"626";"324600 ";"2007JJ00";"    2349";"     0.0";"     0.4";"    2360";"     6.0";"     3.0";"     0.4";"     0.2";"     0.0";"     3.3";"     0.4";"     1.3"
"627";"324600 ";"2008JJ00";"    2304";"     0.0";"     0.3";"    2315";"     6.2";"     2.9";"     0.5";"     0.3";"     0.0";"     3.8";"     0.4";"     1.2"
"628";"324600 ";"2009JJ00";"    2127";"     0.0";"     0.3";"    2137";"     6.0";"     2.8";"     0.5";"     0.2";"     0.0";"     7.0";"     0.6";"     1.2"
"629";"324600 ";"2010JJ00";"    2102";"     0.0";"     0.3";"    2111";"     5.5";"     3.0";"     0.4";"     0.2";"     0.0";"     6.7";"     0.7";"     1.2"
"630";"324600 ";"2011JJ00";"    1944";"     0.0";"     0.3";"    1953";"     5.4";"     3.0";"     0.4";"     0.2";"     0.0";"     6.6";"     0.7";"     1.2"
"631";"324600 ";"2012JJ00";"    1773";"     0.0";"     0.3";"    1782";"     4.8";"     2.8";"     0.4";"     0.2";"     0.0";"     5.3";"     0.3";"     1.2"
"632";"324600 ";"2013JJ00";"    1592";"     0.0";"     0.2";"    1600";"     4.3";"     2.6";"     0.3";"     0.2";"     0.0";"     4.8";"     0.2";"     1.2"
"633";"324600 ";"2014JJ00";"    1632";"     0.0";"     0.3";"    1640";"     4.3";"     2.7";"     0.3";"     0.2";"     0.0";"     4.8";"     0.3";"     1.2"
"634";"324600 ";"2015JJ00";"    1677";"     0.0";"     0.2";"    1683";"     4.0";"     2.6";"     0.3";"     0.2";"     0.0";"     5.0";"     0.2";"     1.2"
"635";"324600 ";"2016JJ00";"    1720";"     0.0";"     0.2";"    1726";"     4.1";"     2.6";"     0.3";"     0.2";"     0.0";"     5.2";"     0.2";"     1.2"
"636";"324600 ";"2017JJ00";"    1771";"     0.0";"     0.2";"    1777";"     3.8";"     2.4";"     0.3";"     0.2";"     0.0";"     5.2";"     0.2";"     1.2"
"637";"324600 ";"2018JJ00";"    1768";"     0.0";"     0.2";"    1774";"     3.9";"     2.5";"     0.3";"     0.2";"     0.0";"     5.5";"     0.2";"     1.2"
"638";"328105 ";"1990JJ00";"    8048";"     0.0";"     0.5";"   10707";"    10.7";"    17.1";"     0.3";"     0.8";"   578.9";"   232.5";"    47.9";"    12.5"
"639";"328105 ";"1991JJ00";"    8086";"     0.0";"     0.5";"   10299";"    10.5";"    15.2";"     0.2";"     0.7";"   463.1";"   216.9";"    44.5";"    11.4"
"640";"328105 ";"1992JJ00";"    7714";"     0.0";"     0.5";"   10259";"    11.0";"    12.3";"     0.2";"     0.6";"   347.3";"   201.3";"    41.1";"    10.3"
"641";"328105 ";"1993JJ00";"    8093";"     0.0";"     0.5";"   10862";"    10.9";"    11.9";"     0.2";"     0.6";"   231.5";"   185.6";"    37.7";"     9.2"
"642";"328105 ";"1994JJ00";"    9110";"     0.0";"     0.5";"   12466";"    10.7";"    12.5";"     0.1";"     0.6";"   115.8";"   169.8";"    34.3";"     8.1"
"643";"328105 ";"1995JJ00";"    8288";"     0.0";"     0.5";"   10539";"    11.7";"    12.0";"     0.0";"     0.6";"     0.0";"   154.0";"    31.1";"     7.1"
"644";"328105 ";"1996JJ00";"    8304";"     0.0";"     0.5";"   11070";"    11.5";"    10.7";"     0.0";"     0.6";"     0.0";"   137.8";"    25.2";"     5.5"
"645";"328105 ";"1997JJ00";"    8239";"     0.0";"     0.5";"   11198";"    10.7";"    10.0";"     0.1";"     0.6";"     0.0";"   116.1";"    21.4";"     4.5"
"646";"328105 ";"1998JJ00";"    7709";"     0.0";"     0.5";"   10842";"     9.7";"     8.0";"     0.1";"     0.5";"     0.0";"   120.0";"    19.6";"     4.9"
"647";"328105 ";"1999JJ00";"    7216";"     0.0";"     0.4";"    9005";"     9.1";"     7.0";"     0.1";"     0.4";"     0.0";"   101.5";"    19.8";"     4.2"
"648";"328105 ";"2000JJ00";"    6938";"     0.0";"     0.4";"    8596";"     8.5";"     7.0";"     0.0";"     0.4";"     0.0";"   111.0";"    14.3";"     3.6"
"649";"328105 ";"2001JJ00";"    7140";"     0.0";"     0.4";"    8729";"     9.4";"     6.4";"     0.0";"     0.4";"     0.0";"   107.0";"    13.6";"     3.3"
"650";"328105 ";"2002JJ00";"    7308";"     0.0";"     0.4";"    9777";"     9.3";"     6.5";"     0.0";"     0.4";"     0.0";"   100.5";"    12.5";"     3.1"
"651";"328105 ";"2003JJ00";"    7645";"     0.0";"     0.4";"    8184";"     9.3";"     6.5";"     0.0";"     0.4";"     0.0";"   111.3";"    10.6";"     3.1"
"652";"328105 ";"2004JJ00";"    7785";"     0.0";"     0.4";"    7925";"     9.5";"     7.4";"     0.0";"     0.4";"     0.0";"   129.3";"     9.6";"     3.1"
"653";"328105 ";"2005JJ00";"    7776";"     0.0";"     0.4";"    7896";"     9.1";"     7.8";"     0.1";"     0.4";"     0.0";"   119.9";"    10.0";"     2.7"
"654";"328105 ";"2006JJ00";"    7563";"     0.0";"     0.4";"    7652";"     8.6";"     6.9";"     0.1";"     0.4";"     0.0";"   129.4";"     9.3";"     2.7"
"655";"328105 ";"2007JJ00";"    7788";"     0.0";"     0.4";"    7918";"     8.6";"     7.4";"     0.0";"     0.4";"     0.0";"   120.0";"     9.9";"     2.8"
"656";"328105 ";"2008JJ00";"    7777";"     0.0";"     0.4";"    7878";"     8.2";"     7.1";"     0.0";"     0.4";"     0.0";"   125.0";"     9.1";"     2.5"
"657";"328105 ";"2009JJ00";"    6610";"     0.0";"     0.4";"    6678";"     6.3";"     4.0";"     0.0";"     0.3";"     0.0";"    91.0";"     8.2";"     2.1"
"658";"328105 ";"2010JJ00";"    7437";"     0.0";"     0.4";"    7527";"     7.8";"     6.1";"     0.0";"     0.4";"     0.0";"    99.8";"    12.9";"     2.3"
"659";"328105 ";"2011JJ00";"    7473";"     0.0";"     0.4";"    7593";"     7.5";"     6.4";"     0.0";"     0.4";"     0.0";"    84.6";"    11.5";"     2.3"
"660";"328105 ";"2012JJ00";"    6958";"     0.0";"     0.4";"    6998";"     7.6";"     4.4";"     0.0";"     0.3";"     0.0";"    80.5";"    11.2";"     1.9"
"661";"328105 ";"2013JJ00";"    7107";"     0.0";"     0.4";"    7137";"     7.1";"     3.4";"     0.0";"     0.3";"     0.0";"    72.3";"     9.9";"     1.8"
"662";"328105 ";"2014JJ00";"    6653";"     0.0";"     0.4";"    6673";"     6.8";"     3.8";"     0.0";"     0.3";"     0.0";"    72.6";"     9.3";"     1.7"
"663";"328105 ";"2015JJ00";"    7242";"     0.0";"     0.4";"    7273";"     7.3";"     3.7";"     0.0";"     0.3";"     0.0";"    76.1";"     9.4";"     1.8"
"664";"328105 ";"2016JJ00";"    7117";"     0.0";"     0.4";"    7148";"     7.2";"     3.6";"     0.0";"     0.3";"     0.0";"    73.4";"     7.9";"     1.8"
"665";"328105 ";"2017JJ00";"    7812";"     0.0";"     0.4";"    7844";"     7.2";"     3.9";"     0.0";"     0.3";"     0.0";"    67.5";"     9.1";"     1.7"
