"ID";"DutchEconomy";"Periods";"CO2_1";"N2O_2";"CH4_3";"GreenhouseGasEquivalents_4";"NOx_5";"SO2_6";"NH3_7";"AcidificationEquivalents_8";"CFK12Equivalents_9";"CO_10";"NMVOC_11";"PM10_12"
"923";"346600 ";"2014JJ00";"   50343";"     0.5";"     2.8";"   50550";"    16.4";"     8.4";"     0.0";"     0.6";"     0.0";"     7.3";"     1.7";"     0.3"
"924";"346600 ";"2015JJ00";"   54775";"     0.6";"     3.4";"   55026";"    17.1";"     8.4";"     0.0";"     0.6";"     0.0";"     6.9";"     0.8";"     0.4"
"925";"346600 ";"2016JJ00";"   53775";"     0.5";"     3.5";"   54019";"    14.8";"     5.7";"     0.0";"     0.5";"     0.0";"     6.8";"     0.7";"     0.3"
"926";"346600 ";"2017JJ00";"   50077";"     0.5";"     3.3";"   50297";"    13.8";"     4.0";"     0.0";"     0.4";"     0.0";"     6.6";"     0.7";"     0.2"
"927";"346600 ";"2018JJ00";"   46942";"     0.4";"     3.4";"   47150";"    13.1";"     3.8";"     0.0";"     0.4";"     0.0";"     6.6";"     0.7";"     0.2"
"928";"348000 ";"1990JJ00";"    3129";"     0.6";"     2.7";"    3373";"     9.4";"     4.6";"     0.0";"     0.4";"   189.2";"     5.3";"     0.8";"     1.0"
"929";"348000 ";"1991JJ00";"    3241";"     0.6";"     3.1";"    3497";"     9.3";"     4.2";"     0.2";"     0.3";"   174.9";"     4.9";"     0.9";"     0.9"
"930";"348000 ";"1992JJ00";"    3155";"     0.6";"     4.1";"    3446";"     9.2";"     3.8";"     0.3";"     0.3";"   160.5";"     4.5";"     1.0";"     0.8"
"931";"348000 ";"1993JJ00";"    3519";"     0.7";"     5.3";"    3866";"    10.2";"     1.7";"     0.4";"     0.3";"   146.2";"     4.1";"     1.0";"     0.6"
"932";"348000 ";"1994JJ00";"    3385";"     0.8";"     6.6";"    3778";"     7.2";"     1.2";"     0.6";"     0.2";"   131.8";"     3.6";"     1.1";"     0.4"
"933";"348000 ";"1995JJ00";"    3692";"     0.8";"     7.7";"    4124";"     6.0";"     0.8";"     0.4";"     0.2";"   117.5";"     3.1";"     1.2";"     0.3"
"934";"348000 ";"1996JJ00";"    4542";"     0.9";"     8.2";"    5009";"     5.1";"     0.6";"     0.4";"     0.2";"    87.7";"     3.5";"     1.5";"     0.2"
"935";"348000 ";"1997JJ00";"    5309";"     0.9";"     8.3";"    5786";"     6.0";"     0.4";"     0.2";"     0.2";"    85.3";"     3.0";"     1.2";"     0.2"
"936";"348000 ";"1998JJ00";"    5581";"     0.9";"     7.8";"    6039";"     6.0";"     0.4";"     0.3";"     0.2";"    82.6";"     3.1";"     0.8";"     0.2"
"937";"348000 ";"1999JJ00";"    5821";"     0.9";"     7.9";"    6276";"     7.4";"     0.4";"     0.3";"     0.2";"   109.5";"     2.6";"     0.4";"     0.2"
"938";"348000 ";"2000JJ00";"    5896";"     0.9";"     8.1";"    6356";"     5.4";"     0.2";"     0.4";"     0.1";"   111.0";"     2.9";"     0.5";"     0.2"
"939";"348000 ";"2001JJ00";"    5757";"     0.8";"     7.9";"    6206";"     4.9";"     0.2";"     0.4";"     0.1";"   106.9";"     2.6";"     0.6";"     0.1"
"940";"348000 ";"2002JJ00";"    5976";"     0.8";"     7.9";"    6424";"     4.5";"     0.1";"     0.4";"     0.1";"   102.5";"     2.5";"     0.4";"     0.1"
"941";"348000 ";"2003JJ00";"    5974";"     0.8";"     7.6";"    6410";"     4.2";"     0.1";"     0.3";"     0.1";"    97.6";"     2.4";"     0.3";"     0.1"
"942";"348000 ";"2004JJ00";"    6312";"     0.8";"     7.8";"    6755";"     4.2";"     0.2";"     0.4";"     0.1";"    92.4";"     2.7";"     0.4";"     0.1"
"943";"348000 ";"2005JJ00";"    6232";"     0.8";"     8.1";"    6685";"     4.7";"     0.2";"     0.4";"     0.1";"    86.9";"     2.8";"     0.4";"     0.1"
"944";"348000 ";"2006JJ00";"    6441";"     0.8";"     7.8";"    6879";"     4.6";"     0.3";"     0.4";"     0.1";"    81.3";"     3.0";"     0.3";"     0.3"
"945";"348000 ";"2007JJ00";"    6781";"     0.8";"     7.7";"    7219";"     4.8";"     0.3";"     0.4";"     0.1";"    75.5";"     2.3";"     0.3";"     0.1"
"946";"348000 ";"2008JJ00";"    7659";"     0.8";"     7.5";"    8091";"     5.2";"     0.3";"     0.4";"     0.1";"    69.6";"     2.9";"     0.3";"     0.1"
"947";"348000 ";"2009JJ00";"    8422";"     0.8";"     5.1";"    8798";"     5.3";"     0.3";"     0.4";"     0.1";"    63.7";"     3.6";"     0.4";"     0.1"
"948";"348000 ";"2010JJ00";"    8400";"     0.8";"     4.9";"    8762";"     5.2";"     0.4";"     0.3";"     0.1";"    57.8";"     4.2";"     0.3";"     0.1"
"949";"348000 ";"2011JJ00";"    8980";"     0.8";"     4.9";"    9347";"     5.7";"     0.4";"     0.3";"     0.2";"    52.1";"     4.4";"     0.3";"     0.1"
"950";"348000 ";"2012JJ00";"    9289";"     0.8";"     5.0";"    9661";"     5.4";"     0.3";"     0.3";"     0.1";"    46.4";"     4.5";"     0.3";"     0.1"
"951";"348000 ";"2013JJ00";"    9539";"     0.8";"     5.0";"    9905";"     5.3";"     0.3";"     0.3";"     0.1";"    43.5";"     3.9";"     0.2";"     0.1"
"952";"348000 ";"2014JJ00";"    9557";"     0.8";"     4.9";"    9922";"     5.3";"     0.3";"     0.3";"     0.1";"    41.1";"     4.0";"     0.2";"     0.1"
"953";"348000 ";"2015JJ00";"    9608";"     0.9";"     4.9";"    9989";"     5.4";"     0.3";"     0.3";"     0.1";"    39.0";"     3.9";"     0.2";"     0.1"
"954";"348000 ";"2016JJ00";"    9865";"     0.9";"     5.3";"   10267";"     5.2";"     1.2";"     0.3";"     0.2";"    37.1";"     3.9";"     0.2";"     0.1"
"955";"348000 ";"2017JJ00";"    9746";"     0.9";"     5.4";"   10150";"     5.2";"     0.9";"     0.3";"     0.2";"    35.3";"     3.9";"     0.2";"     0.1"
"956";"348000 ";"2018JJ00";"    9729";"     0.9";"     5.4";"   10139";"     4.8";"     0.9";"     0.3";"     0.2";"    33.8";"     3.8";"     0.2";"     0.1"
"957";"350000 ";"1990JJ00";"    2675";"     0.0";"     0.4";"    2688";"    24.6";"     2.6";"     0.0";"     0.6";"   104.3";"    25.0";"    28.3";"     4.2"
"958";"350000 ";"1991JJ00";"    2791";"     0.0";"     0.3";"    2805";"    27.6";"     2.6";"     0.0";"     0.7";"    88.9";"    23.3";"    27.0";"     4.2"
"959";"350000 ";"1992JJ00";"    2762";"     0.0";"     0.3";"    2777";"    27.2";"     2.6";"     0.0";"     0.7";"    73.6";"    22.3";"    25.5";"     3.9"
"960";"350000 ";"1993JJ00";"    3007";"     0.0";"     0.3";"    3023";"    28.6";"     2.9";"     0.0";"     0.7";"    58.2";"    22.3";"    24.5";"     4.0"
"961";"350000 ";"1994JJ00";"    3143";"     0.0";"     0.3";"    3159";"    27.0";"     2.6";"     0.0";"     0.7";"    42.9";"    20.5";"    22.9";"     3.7"
"962";"350000 ";"1995JJ00";"    3041";"     0.0";"     0.3";"    3207";"    26.0";"     2.5";"     0.0";"     0.6";"    27.5";"    19.0";"    20.9";"     3.4"
"963";"350000 ";"1996JJ00";"    3248";"     0.0";"     0.3";"    3450";"    27.6";"     2.6";"     0.0";"     0.7";"     0.0";"    18.3";"    20.3";"     3.5"
"964";"350000 ";"1997JJ00";"    3175";"     0.0";"     0.2";"    3390";"    27.0";"     2.2";"     0.0";"     0.7";"     0.0";"    17.2";"    19.4";"     3.4"
"965";"350000 ";"1998JJ00";"    3264";"     0.0";"     0.2";"    3490";"    26.9";"     2.2";"     0.1";"     0.7";"     0.0";"    16.2";"    18.6";"     3.3"
"966";"350000 ";"1999JJ00";"    3312";"     0.0";"     0.2";"    3448";"    27.0";"     2.2";"     0.1";"     0.7";"    25.0";"    15.5";"    17.9";"     3.3"
"967";"350000 ";"2000JJ00";"    3220";"     0.0";"     0.2";"    3755";"    25.6";"     2.0";"     0.1";"     0.6";"    25.0";"    14.3";"    17.7";"     3.3"
"968";"350000 ";"2001JJ00";"    3428";"     0.0";"     0.2";"    3738";"    25.3";"     1.9";"     0.1";"     0.6";"    25.0";"    14.2";"    14.9";"     3.4"
"969";"350000 ";"2002JJ00";"    3243";"     0.0";"     0.2";"    3396";"    23.7";"     1.7";"     0.1";"     0.6";"    25.0";"    13.1";"    14.1";"     3.2"
"970";"350000 ";"2003JJ00";"    3203";"     0.0";"     0.2";"    3347";"    22.1";"     1.4";"     0.1";"     0.5";"    25.0";"    11.8";"    11.3";"     2.9"
"971";"350000 ";"2004JJ00";"    3265";"     0.0";"     0.2";"    3440";"    21.8";"     1.4";"     0.1";"     0.5";"    25.0";"    11.4";"     9.1";"     2.9"
"972";"350000 ";"2005JJ00";"    3304";"     0.0";"     0.2";"    3434";"    21.2";"     1.4";"     0.1";"     0.5";"    25.0";"    11.1";"    10.3";"     2.9"
"973";"350000 ";"2006JJ00";"    3285";"     0.0";"     0.2";"    3429";"    20.3";"     1.5";"     0.1";"     0.5";"    25.0";"    10.8";"     9.5";"     2.8"
"974";"350000 ";"2007JJ00";"    3293";"     0.0";"     0.1";"    3489";"    19.5";"     1.4";"     0.1";"     0.5";"    25.0";"    10.6";"     9.5";"     2.8"
"975";"350000 ";"2008JJ00";"    3462";"     0.0";"     0.1";"    3675";"    19.3";"     0.7";"     0.1";"     0.4";"    25.0";"    11.0";"     6.7";"     2.8"
"976";"350000 ";"2009JJ00";"    3446";"     0.0";"     0.1";"    3636";"    18.4";"     0.3";"     0.1";"     0.4";"    25.0";"    10.8";"     8.3";"     2.6"
"977";"350000 ";"2010JJ00";"    3270";"     0.0";"     0.1";"    3436";"    16.2";"     0.1";"     0.1";"     0.4";"    25.0";"    10.1";"     8.5";"     2.3"
"978";"350000 ";"2011JJ00";"    3272";"     0.0";"     0.1";"    3506";"    16.3";"     0.0";"     0.1";"     0.4";"    25.0";"     9.8";"     7.6";"     2.2"
"979";"350000 ";"2012JJ00";"    3193";"     0.0";"     0.1";"    3374";"    15.3";"     0.0";"     0.1";"     0.3";"    25.0";"     8.8";"     6.7";"     2.0"
"980";"350000 ";"2013JJ00";"    3082";"     0.0";"     0.1";"    3240";"    14.2";"     0.0";"     0.1";"     0.3";"    25.0";"     8.2";"     6.2";"     2.0"
"981";"350000 ";"2014JJ00";"    3073";"     0.0";"     0.1";"    3224";"    14.1";"     0.0";"     0.1";"     0.3";"    25.0";"     7.6";"     7.0";"     1.9"
"982";"350000 ";"2015JJ00";"    3083";"     0.0";"     0.1";"    3233";"    14.4";"     0.0";"     0.1";"     0.3";"    25.0";"     7.0";"     6.1";"     1.9"
"983";"350000 ";"2016JJ00";"    3116";"     0.0";"     0.1";"    3267";"    14.3";"     0.0";"     0.1";"     0.3";"    25.0";"     6.5";"     5.1";"     1.9"
"984";"350000 ";"2017JJ00";"    3247";"     0.0";"     0.1";"    3398";"    14.1";"     0.0";"     0.1";"     0.3";"    25.0";"     6.4";"     5.0";"     1.9"
"985";"350000 ";"2018JJ00";"    3323";"     0.0";"     0.1";"    3475";"    13.9";"     0.0";"     0.1";"     0.3";"    25.0";"     6.4";"     5.0";"     2.1"
"986";"300006 ";"1990JJ00";"   20920";"     0.4";"     2.0";"   21085";"   250.7";"    62.4";"     0.2";"     7.4";"   517.9";"    83.1";"    76.1";"    16.7"
"987";"300006 ";"1991JJ00";"   21977";"     0.4";"     2.1";"   22156";"   251.9";"    59.8";"     0.3";"     7.4";"   418.4";"   144.6";"    71.6";"    16.6"
"988";"300006 ";"1992JJ00";"   23213";"     0.5";"     2.2";"   23408";"   262.9";"    64.5";"     0.3";"     7.7";"   318.9";"   176.7";"    67.4";"    16.9"
"989";"300006 ";"1993JJ00";"   24542";"     0.5";"     2.4";"   24752";"   265.8";"    67.6";"     0.3";"     7.9";"   219.4";"   175.1";"    63.1";"    16.8"
"990";"300006 ";"1994JJ00";"   25095";"     0.5";"     2.5";"   25318";"   268.9";"    70.9";"     0.3";"     8.1";"   119.8";"   141.4";"    58.7";"    16.8"
"991";"300006 ";"1995JJ00";"   25991";"     0.6";"     2.7";"   26241";"   267.2";"    71.0";"     0.3";"     8.0";"    20.3";"    72.3";"    53.0";"    16.1"
"992";"300006 ";"1996JJ00";"   27358";"     0.6";"     3.2";"   27634";"   265.8";"    69.9";"     0.3";"     8.0";"    17.3";"    68.8";"    46.2";"    15.6"
"993";"300006 ";"1997JJ00";"   28232";"     0.6";"     3.3";"   28524";"   273.1";"    69.9";"     0.3";"     8.1";"    11.3";"    67.9";"    41.7";"    15.6"
"994";"300006 ";"1998JJ00";"   29004";"     0.7";"     3.2";"   29300";"   281.6";"    77.5";"     0.4";"     8.6";"     5.6";"    65.2";"    40.5";"    15.6"
"995";"300006 ";"1999JJ00";"   30610";"     0.7";"     3.1";"   30910";"   306.3";"    90.6";"     0.4";"     9.5";"     2.8";"    66.0";"    39.2";"    17.1"
"996";"300006 ";"2000JJ00";"   30934";"     0.7";"     3.2";"   31337";"   310.7";"    90.1";"     0.4";"     9.6";"     1.4";"    62.7";"    33.8";"    17.2"
"997";"300006 ";"2001JJ00";"   31215";"     0.7";"     2.9";"   31645";"   309.1";"    84.8";"     0.4";"     9.4";"     0.5";"    61.5";"    32.5";"    16.3"
"998";"300006 ";"2002JJ00";"   30669";"     0.7";"     2.8";"   31119";"   298.3";"    77.3";"     0.4";"     8.9";"     0.0";"    58.9";"    29.7";"    14.9"
"999";"300006 ";"2003JJ00";"   31087";"     0.7";"     2.8";"   31571";"   305.0";"    78.3";"     0.4";"     9.1";"     0.0";"    57.9";"    29.0";"    14.7"
"1000";"300006 ";"2004JJ00";"   31504";"     0.7";"     2.6";"   32014";"   308.3";"    74.7";"     0.4";"     9.1";"     0.0";"    56.5";"    27.0";"    14.0"
"1001";"300006 ";"2005JJ00";"   31697";"     0.7";"     2.6";"   32237";"   312.9";"    79.4";"     0.4";"     9.3";"     0.0";"    57.1";"    31.3";"    14.2"
"1002";"300006 ";"2006JJ00";"   31143";"     0.7";"     2.5";"   31706";"   283.1";"    64.0";"     0.5";"     8.2";"     0.0";"    58.1";"    30.2";"    12.1"
"1003";"300006 ";"2007JJ00";"   31774";"     0.8";"     2.6";"   32382";"   298.4";"    68.0";"     0.5";"     8.6";"     0.0";"    59.5";"    30.4";"    12.6"
"1004";"300006 ";"2008JJ00";"   31901";"     0.8";"     2.7";"   32552";"   292.4";"    53.0";"     0.5";"     8.0";"     0.0";"    60.9";"    30.0";"    11.4"
"1005";"300006 ";"2009JJ00";"   30127";"     0.8";"     2.4";"   30801";"   271.1";"    50.6";"     0.5";"     7.5";"     0.0";"    57.9";"    27.3";"    10.6"
"1006";"300006 ";"2010JJ00";"   30882";"     0.9";"     2.4";"   31579";"   259.9";"    40.6";"     0.5";"     6.9";"     0.0";"    57.1";"    29.0";"     9.6"
"1007";"300006 ";"2011JJ00";"   30574";"     0.9";"     2.3";"   31294";"   237.3";"    27.1";"     0.5";"     6.0";"     0.0";"    57.7";"    28.3";"     8.0"
"1008";"300006 ";"2012JJ00";"   30880";"     1.0";"     2.3";"   31621";"   234.9";"    27.9";"     0.5";"     6.0";"     0.0";"    56.1";"    27.9";"     7.9"
"1009";"300006 ";"2013JJ00";"   30861";"     1.0";"     2.2";"   31534";"   238.5";"    30.4";"     0.5";"     6.2";"     0.0";"    55.0";"    27.0";"     7.9"
"1010";"300006 ";"2014JJ00";"   30898";"     1.0";"     2.2";"   31529";"   228.5";"    29.5";"     0.5";"     5.9";"     0.0";"    53.0";"    25.7";"     7.8"
"1011";"300006 ";"2015JJ00";"   31255";"     1.0";"     1.3";"   31892";"   217.8";"    16.0";"     0.6";"     5.3";"     0.0";"    51.0";"    25.7";"     6.7"
"1012";"300006 ";"2016JJ00";"   30887";"     1.0";"     1.3";"   31528";"   214.3";"    11.8";"     0.6";"     5.1";"     0.0";"    49.1";"    24.7";"     5.8"
"1013";"300006 ";"2017JJ00";"   31002";"     1.0";"     1.4";"   31643";"   211.5";"    11.7";"     0.7";"     5.0";"     0.0";"    48.5";"    24.9";"     5.7"
"1014";"300006 ";"2018JJ00";"   30904";"     1.0";"     1.4";"   31546";"   205.0";"    11.4";"     0.8";"     4.9";"     0.0";"    47.4";"    24.7";"     5.5"
"1015";"354200 ";"1990JJ00";"    3964";"     0.0";"     0.7";"    3988";"    31.6";"     2.2";"     0.1";"     0.8";"   327.5";"    30.6";"    37.1";"     2.4"
"1016";"354200 ";"1991JJ00";"    4275";"     0.0";"     0.7";"    4302";"    32.2";"     2.3";"     0.1";"     0.8";"   264.5";"    60.4";"    34.8";"     2.4"
"1017";"354200 ";"1992JJ00";"    4236";"     0.0";"     0.8";"    4267";"    32.4";"     2.4";"     0.2";"     0.8";"   201.6";"    75.6";"    32.3";"     2.4"
"1018";"354200 ";"1993JJ00";"    4402";"     0.0";"     0.9";"    4437";"    31.0";"     2.4";"     0.2";"     0.8";"   138.7";"    73.9";"    29.8";"     2.2"
"1019";"354200 ";"1994JJ00";"    4271";"     0.0";"     1.0";"    4309";"    29.6";"     2.3";"     0.2";"     0.7";"    75.8";"    55.8";"    27.1";"     2.0"
"1020";"354200 ";"1995JJ00";"    4385";"     0.0";"     1.1";"    4434";"    28.4";"     2.2";"     0.2";"     0.7";"    12.9";"    22.1";"    24.2";"     1.9"
"1021";"354200 ";"1996JJ00";"    4663";"     0.1";"     1.4";"    4721";"    27.2";"     1.6";"     0.2";"     0.7";"    11.0";"    20.1";"    20.1";"     1.7"
"1022";"354200 ";"1997JJ00";"    4443";"     0.1";"     1.5";"    4503";"    25.3";"     0.7";"     0.2";"     0.6";"     7.1";"    18.5";"    17.9";"     1.5"
"1023";"354200 ";"1998JJ00";"    4439";"     0.1";"     1.4";"    4499";"    25.1";"     0.8";"     0.2";"     0.6";"     3.5";"    16.9";"    17.0";"     1.4"
"1024";"354200 ";"1999JJ00";"    4516";"     0.1";"     1.4";"    4572";"    25.1";"     0.8";"     0.2";"     0.6";"     1.8";"    16.1";"    16.2";"     1.4"
"1025";"354200 ";"2000JJ00";"    4471";"     0.1";"     1.4";"    4566";"    24.4";"     0.5";"     0.2";"     0.6";"     0.9";"    15.0";"    12.2";"     1.3"
"1026";"354200 ";"2001JJ00";"    4644";"     0.1";"     1.3";"    4748";"    23.8";"     0.1";"     0.3";"     0.5";"     0.3";"    15.8";"    11.6";"     1.3"
"1027";"354200 ";"2002JJ00";"    4517";"     0.1";"     1.2";"    4628";"    23.0";"     0.1";"     0.3";"     0.5";"     0.0";"    14.9";"    10.7";"     1.2"
"1028";"354200 ";"2003JJ00";"    4608";"     0.1";"     1.2";"    4732";"    22.5";"     0.1";"     0.2";"     0.5";"     0.0";"    14.2";"    10.3";"     1.1"
"1029";"354200 ";"2004JJ00";"    4788";"     0.1";"     1.1";"    4919";"    22.5";"     0.1";"     0.3";"     0.5";"     0.0";"    13.7";"    10.5";"     1.1"
"1030";"354200 ";"2005JJ00";"    4618";"     0.1";"     1.1";"    4760";"    22.1";"     0.1";"     0.3";"     0.5";"     0.0";"    13.8";"    11.2";"     1.0"
"1031";"354200 ";"2006JJ00";"    4626";"     0.1";"     1.1";"    4777";"    21.7";"     0.1";"     0.3";"     0.5";"     0.0";"    14.1";"     9.2";"     1.0"
"1032";"354200 ";"2007JJ00";"    4470";"     0.1";"     1.1";"    4635";"    21.5";"     0.1";"     0.3";"     0.5";"     0.0";"    14.2";"     9.2";"     0.9"
"1033";"354200 ";"2008JJ00";"    4659";"     0.1";"     1.2";"    4841";"    20.8";"     0.0";"     0.3";"     0.5";"     0.0";"    14.9";"     9.1";"     0.9"
"1034";"354200 ";"2009JJ00";"    4558";"     0.1";"     1.1";"    4746";"    19.2";"     0.0";"     0.3";"     0.4";"     0.0";"    14.1";"     8.1";"     0.8"
"1035";"354200 ";"2010JJ00";"    4783";"     0.1";"     1.0";"    4976";"    17.3";"     0.0";"     0.3";"     0.4";"     0.0";"    13.5";"    10.2";"     0.7"
"1036";"354200 ";"2011JJ00";"    4176";"     0.1";"     0.9";"    4371";"    15.8";"     0.0";"     0.3";"     0.4";"     0.0";"    12.7";"     9.7";"     0.7"
"1037";"354200 ";"2012JJ00";"    4290";"     0.1";"     0.9";"    4490";"    15.4";"     0.0";"     0.2";"     0.3";"     0.0";"    11.8";"     9.4";"     0.6"
"1038";"354200 ";"2013JJ00";"    4277";"     0.1";"     0.9";"    4441";"    14.4";"     0.0";"     0.2";"     0.3";"     0.0";"    11.4";"     8.7";"     0.5"
"1039";"354200 ";"2014JJ00";"    3779";"     0.1";"     0.8";"    3920";"    12.9";"     0.0";"     0.2";"     0.3";"     0.0";"    10.5";"     8.3";"     0.5"
"1040";"354200 ";"2015JJ00";"    3904";"     0.1";"     0.4";"    4046";"    12.4";"     0.1";"     0.2";"     0.3";"     0.0";"     9.8";"     8.3";"     0.5"
"1041";"354200 ";"2016JJ00";"    3908";"     0.1";"     0.4";"    4050";"    11.7";"     0.1";"     0.3";"     0.3";"     0.0";"     9.3";"     7.2";"     0.5"
"1042";"354200 ";"2017JJ00";"    3992";"     0.1";"     0.4";"    4134";"    11.1";"     0.1";"     0.3";"     0.3";"     0.0";"     9.3";"     7.2";"     0.4"
"1043";"354200 ";"2018JJ00";"    4027";"     0.1";"     0.4";"    4170";"    10.4";"     0.1";"     0.3";"     0.2";"     0.0";"     8.9";"     7.1";"     0.4"
"1044";"383100 ";"1990JJ00";"   16139";"     0.4";"     1.1";"   16275";"   217.5";"    60.1";"     0.1";"     6.6";"   145.3";"    50.4";"    38.0";"    14.2"
"1045";"383100 ";"1991JJ00";"   16784";"     0.4";"     1.1";"   16929";"   218.1";"    57.4";"     0.1";"     6.5";"   117.4";"    50.9";"    35.9";"    14.1"
"1046";"383100 ";"1992JJ00";"   18119";"     0.4";"     1.2";"   18276";"   228.8";"    62.0";"     0.1";"     6.9";"    89.5";"    52.2";"    34.2";"    14.4"
"1047";"383100 ";"1993JJ00";"   19216";"     0.5";"     1.2";"   19383";"   233.1";"    65.2";"     0.1";"     7.1";"    61.5";"    52.4";"    32.5";"    14.5"
"1048";"383100 ";"1994JJ00";"   19959";"     0.5";"     1.2";"   20134";"   237.6";"    68.6";"     0.1";"     7.3";"    33.6";"    52.5";"    30.8";"    14.7"
"1049";"383100 ";"1995JJ00";"   20711";"     0.5";"     1.2";"   20894";"   237.2";"    68.7";"     0.1";"     7.3";"     5.6";"    48.7";"    28.0";"    14.1"
"1050";"383100 ";"1996JJ00";"   21666";"     0.5";"     1.2";"   21862";"   237.1";"    68.2";"     0.1";"     7.3";"     4.8";"    47.3";"    25.3";"    13.8"
"1051";"383100 ";"1997JJ00";"   22879";"     0.6";"     1.2";"   23087";"   246.3";"    69.1";"     0.1";"     7.5";"     3.1";"    48.0";"    23.1";"    14.0"
"1052";"383100 ";"1998JJ00";"   23677";"     0.6";"     1.2";"   23890";"   255.0";"    76.7";"     0.1";"     7.9";"     1.5";"    47.1";"    22.8";"    14.2"
"1053";"383100 ";"1999JJ00";"   25243";"     0.6";"     1.2";"   25467";"   279.7";"    89.7";"     0.2";"     8.9";"     0.8";"    48.7";"    22.3";"    15.6"
"1054";"383100 ";"2000JJ00";"   25611";"     0.7";"     1.2";"   25862";"   284.9";"    89.6";"     0.2";"     9.0";"     0.4";"    46.6";"    20.9";"    15.8"
"1055";"383100 ";"2001JJ00";"   25662";"     0.7";"     1.1";"   25920";"   283.8";"    84.7";"     0.2";"     8.8";"     0.1";"    44.5";"    20.2";"    15.0"
"1056";"383100 ";"2002JJ00";"   25297";"     0.7";"     1.1";"   25559";"   274.0";"    77.2";"     0.2";"     8.4";"     0.0";"    43.0";"    18.4";"    13.7"
"1057";"383100 ";"2003JJ00";"   25591";"     0.7";"     1.1";"   25862";"   281.2";"    78.2";"     0.2";"     8.6";"     0.0";"    42.7";"    18.2";"    13.5"
"1058";"383100 ";"2004JJ00";"   25768";"     0.7";"     1.0";"   26047";"   284.4";"    74.6";"     0.2";"     8.5";"     0.0";"    41.9";"    16.0";"    12.9"
"1059";"383100 ";"2005JJ00";"   26209";"     0.7";"     1.0";"   26498";"   289.5";"    79.3";"     0.2";"     8.8";"     0.0";"    42.3";"    19.7";"    13.2"
"1060";"383100 ";"2006JJ00";"   25643";"     0.7";"     1.0";"   25934";"   260.2";"    64.0";"     0.2";"     7.7";"     0.0";"    43.1";"    20.5";"    11.1"
"1061";"383100 ";"2007JJ00";"   26503";"     0.7";"     1.0";"   26814";"   275.8";"    67.9";"     0.2";"     8.1";"     0.0";"    44.4";"    20.7";"    11.6"
"1062";"383100 ";"2008JJ00";"   26380";"     0.7";"     1.0";"   26705";"   270.4";"    52.9";"     0.2";"     7.5";"     0.0";"    44.9";"    20.5";"    10.4"
"1063";"383100 ";"2009JJ00";"   24707";"     0.8";"     0.9";"   25040";"   250.8";"    50.5";"     0.2";"     7.0";"     0.0";"    42.9";"    18.7";"     9.8"
"1064";"383100 ";"2010JJ00";"   25008";"     0.8";"     0.9";"   25355";"   241.3";"    40.6";"     0.2";"     6.5";"     0.0";"    42.6";"    18.2";"     8.8"
"1065";"383100 ";"2011JJ00";"   25507";"     0.9";"     0.9";"   25872";"   220.4";"    27.0";"     0.2";"     5.6";"     0.0";"    43.9";"    18.1";"     7.3"
"1066";"383100 ";"2012JJ00";"   25522";"     0.9";"     0.9";"   25898";"   218.3";"    27.8";"     0.2";"     5.6";"     0.0";"    43.2";"    18.0";"     7.3"
"1067";"383100 ";"2013JJ00";"   25473";"     0.9";"     0.9";"   25854";"   222.9";"    30.3";"     0.2";"     5.8";"     0.0";"    42.6";"    17.8";"     7.4"
"1068";"383100 ";"2014JJ00";"   26205";"     0.9";"     0.9";"   26588";"   214.5";"    29.5";"     0.3";"     5.6";"     0.0";"    41.5";"    16.9";"     7.2"
"1069";"383100 ";"2015JJ00";"   26351";"     0.9";"     0.8";"   26735";"   204.2";"    15.9";"     0.3";"     4.9";"     0.0";"    40.1";"    16.8";"     6.2"
"1070";"383100 ";"2016JJ00";"   25971";"     0.9";"     0.7";"   26358";"   201.5";"    11.7";"     0.4";"     4.8";"     0.0";"    38.7";"    17.0";"     5.3"
"1071";"383100 ";"2017JJ00";"   25950";"     0.9";"     0.8";"   26337";"   199.2";"    11.6";"     0.4";"     4.7";"     0.0";"    38.0";"    17.1";"     5.2"
"1072";"383100 ";"2018JJ00";"   25829";"     0.9";"     0.8";"   26217";"   193.4";"    11.3";"     0.5";"     4.6";"     0.0";"    37.3";"    17.0";"     5.1"
"1073";"383200 ";"1990JJ00";"    4695";"     0.0";"     0.6";"    4723";"    71.6";"     5.2";"     0.0";"     1.7";"    68.4";"    21.0";"     9.3";"     4.4"
"1074";"383200 ";"1991JJ00";"    4943";"     0.1";"     0.6";"    4976";"    74.0";"     5.4";"     0.0";"     1.8";"    55.3";"    21.7";"     9.4";"     4.6"
"1075";"383200 ";"1992JJ00";"    5146";"     0.1";"     0.6";"    5181";"    74.5";"     5.6";"     0.0";"     1.8";"    42.1";"    21.8";"     9.1";"     4.5"
"1076";"383200 ";"1993JJ00";"    5200";"     0.1";"     0.6";"    5235";"    71.5";"     5.6";"     0.0";"     1.7";"    29.0";"    20.9";"     8.6";"     4.3"
"1077";"383200 ";"1994JJ00";"    5224";"     0.1";"     0.6";"    5260";"    68.5";"     5.4";"     0.0";"     1.7";"    15.9";"    20.0";"     8.1";"     4.1"
"1078";"383200 ";"1995JJ00";"    5423";"     0.1";"     0.6";"    5461";"    67.2";"     5.1";"     0.0";"     1.6";"     2.8";"    19.1";"     7.4";"     3.9"
